model,view,seed,family,dimension,metric,family_seed_mean,null_seed_mean,paired_difference
logistic_regression,wild_b,31,imports,64,js_divergence,0.06372981955079168,0.18286024646222274,-0.11913042691143105
logistic_regression,wild_b,31,imports,64,same_family_rate_at_10,0.5299213005677327,0.6503524433858173,-0.12043114281808465
logistic_regression,wild_b,31,section,16,auc,0.7299799559166666,0.779620032925926,-0.04964007700925932
logistic_regression,wild_b,31,section,16,mix_at_10,0.17900272222222222,0.21382244444444445,-0.03481972222222224
logistic_regression,wild_b,31,section,16,js_divergence,0.13341549732263056,0.19523355587871302,-0.06181805855608247
logistic_regression,wild_b,31,section,16,same_family_rate_at_10,0.5505946482681792,0.5046583950282768,0.04593625323990236
logistic_regression,wild_b,31,section,32,auc,0.8396106632407406,0.8101051192592592,0.02950554398148142
logistic_regression,wild_b,31,section,32,mix_at_10,0.10526058333333335,0.15310238888888889,-0.04784180555555553
logistic_regression,wild_b,31,section,32,js_divergence,0.1831635397160411,0.0954202878620216,0.0877432518540195
logistic_regression,wild_b,31,section,32,same_family_rate_at_10,0.6398869043938091,0.5794609423683766,0.06042596202543249
logistic_regression,wild_b,31,section,64,auc,0.8783660354814813,0.8705903289814817,0.007775706499999591
logistic_regression,wild_b,31,section,64,mix_at_10,0.08616230555555555,0.10458697222222221,-0.01842466666666666
logistic_regression,wild_b,31,section,64,js_divergence,0.17436834585830185,0.18286024646222274,-0.008491900603920882
logistic_regression,wild_b,31,section,64,same_family_rate_at_10,0.6724981121235457,0.6503524433858173,0.022145668737728386
logistic_regression,wild_b,31,strings,16,auc,0.7786234105555555,0.779620032925926,-0.000996622370370459
logistic_regression,wild_b,31,strings,16,mix_at_10,0.1369576388888889,0.21382244444444445,-0.07686480555555555
logistic_regression,wild_b,31,strings,16,js_divergence,0.017515326547633332,0.19523355587871302,-0.1777182293310797
logistic_regression,wild_b,31,strings,16,same_family_rate_at_10,0.5928428915622486,0.5046583950282768,0.08818449653397176
logistic_regression,wild_b,31,strings,32,auc,0.8456389963888888,0.8101051192592592,0.03553387712962963
logistic_regression,wild_b,31,strings,32,mix_at_10,0.11093236111111111,0.15310238888888889,-0.04217002777777777
logistic_regression,wild_b,31,strings,32,js_divergence,0.020956671231977884,0.0954202878620216,-0.07446361663004372
logistic_regression,wild_b,31,strings,32,same_family_rate_at_10,0.6245041529245281,0.5794609423683766,0.04504321055615146
logistic_regression,wild_b,31,strings,64,auc,0.8827537617962962,0.8705903289814817,0.012163432814814468
logistic_regression,wild_b,31,strings,64,mix_at_10,0.09652091666666666,0.10458697222222221,-0.008066055555555549
logistic_regression,wild_b,31,strings,64,js_divergence,0.014130942354527627,0.18286024646222274,-0.1687293041076951
logistic_regression,wild_b,31,strings,64,same_family_rate_at_10,0.6393238584307417,0.6503524433858173,-0.011028584955075638
