seed,density_bin,feature_group,n_samples,n_benign,n_malware,auc,mix_at_10,mix_at_10_benign_query,mix_at_10_malware_query,mix_at_10_class_balanced,js_divergence,density_definition,thresholds_json
123,high_density,header,120001,60000,60001,0.9990978001755527,0.016794026716444033,0.006608333333333334,0.026979550340827652,0.016793941837080495,0.07929175115518783,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,mid_density,header,239999,120000,119999,0.983088193061331,0.05073729473872807,0.06146166666666668,0.04001283344027868,0.05073725005347268,0.0801167494940944,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,low_density,header,120000,60000,60000,0.9571024208333333,0.08519000000000002,0.063785,0.106595,0.08518999999999999,0.07991314910917553,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,high_density,section,120001,60000,60001,0.9991794106209341,0.01752318730677244,0.005550000000000001,0.02949617506374894,0.01752308753187447,0.07017568076540849,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,mid_density,section,239999,120000,119999,0.9867746555179626,0.04507268780286586,0.05228499999999999,0.03786031550262919,0.04507265775131459,0.06907605963410646,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,low_density,section,120000,60000,60000,0.9717731355555556,0.07708916666666667,0.050241666666666664,0.10393666666666666,0.07708916666666667,0.2119189095309623,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,high_density,imports,120001,60000,60001,0.952939481980856,0.13828384763460302,0.19217666666666666,0.08439192680121997,0.13828429673394332,0.0693766319774185,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,mid_density,imports,239999,120000,119999,0.9394067854384898,0.1437789324122184,0.14131833333333335,0.14623955199626665,0.1437789426648,0.04292412335280116,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,low_density,imports,120000,60000,60000,0.9366527819444445,0.14317416666666666,0.08908333333333332,0.197265,0.14317416666666666,0.01777818047789992,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,high_density,strings,120001,60000,60001,0.99896543613162,0.0135107207439938,0.005546666666666666,0.021474642089298508,0.013510654377982587,0.0007190284986486484,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,mid_density,strings,239999,120000,119999,0.9751033400625562,0.06455193563306513,0.08151666666666668,0.047587063225526895,0.06455186494609678,0.0002530514942120257,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,low_density,strings,120000,60000,60000,0.9540409781944444,0.1078875,0.09783166666666666,0.11794333333333334,0.1078875,0.0005163130075909255,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,high_density,all,120001,60000,60001,0.9994570577990367,0.011699902500812494,0.004135000000000001,0.01926467892201797,0.011699839461008985,0.07975966596828139,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,mid_density,all,239999,120000,119999,0.9942287473576169,0.04498185409105871,0.058050833333333336,0.03191276593971617,0.04498179963652475,0.08020518939847518,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
123,low_density,all,120000,60000,60000,0.9881058930555555,0.08275166666666668,0.06315833333333334,0.10234499999999999,0.08275166666666667,0.08116607330393347,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.0034178829633328394, ""label_0_q_low"": -0.44347110840243026, ""label_1_q_high"": -0.03357966151344631, ""label_1_q_low"": -0.3245158235560092, ""low_quantile"": 0.25}"
2024,high_density,header,120001,60001,60000,0.9989330848652522,0.016859026174781876,0.007071548807519876,0.026646666666666666,0.01685910773709327,0.08081765432621886,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.003278422452866877, ""label_0_q_low"": -0.442440614918581, ""label_1_q_high"": -0.03514020364452709, ""label_1_q_low"": -0.32891242471899157, ""low_quantile"": 0.25}"
2024,mid_density,header,239999,119999,120000,0.9822612673855615,0.05111812965887358,0.0614755122959358,0.040760833333333336,0.05111817281463457,0.07751949199528385,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.003278422452866877, ""label_0_q_low"": -0.442440614918581, ""label_1_q_high"": -0.03514020364452709, ""label_1_q_low"": -0.32891242471899157, ""low_quantile"": 0.25}"
2024,low_density,header,120000,60000,60000,0.9584657798611111,0.08410416666666669,0.06408499999999999,0.10412333333333336,0.08410416666666667,0.08534310956780856,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.003278422452866877, ""label_0_q_low"": -0.442440614918581, ""label_1_q_high"": -0.03514020364452709, ""label_1_q_low"": -0.32891242471899157, ""low_quantile"": 0.25}"
