seed,feature_group,operator,selection_type,selection_mode,selection_value,trial_id,density_scope,density_bin,n_samples,n_malware,n_benign,n_selected_features,auc,flip_rate,malware_to_benign_rate,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift,boundary_low_10_flip_rate,boundary_low_10_malware_to_benign_rate,boundary_low_20_flip_rate,boundary_low_20_malware_to_benign_rate,baseline_auc,delta_auc
123,imports,imports_benign_mass_injection,random,ratio,0.1,2,density_restricted,low_density,120000,32416,87584,129,0.9155753844663375,0.05043805528134255,0.03183613030602172,0.049787101704351217,-0.02341909428308155,-0.02704920127416686,0.3257248611967921,0.1782850092535472,0.2176125848241826,0.12769895126465144,0.9135571677096066,0.0020182167567308618
123,imports,imports_benign_mass_injection,random,ratio,0.1,3,pooled,all,480000,240000,240000,129,0.9508878033420141,0.120275,0.013029166666666666,0.06105257446165835,0.0018487005674056997,-0.026195076919981696,0.20279166666666668,0.10483333333333333,0.5883125,0.05291666666666667,0.9285730160677084,0.022314787274305692
123,imports,imports_benign_mass_injection,random,ratio,0.1,3,density_restricted,high_density,209555,115217,94338,129,0.98580340090646,0.2130675160783565,0.0,0.0797693491397945,0.03657159778815979,-0.024081619449858465,0.824422843256379,0.0,0.9122114216281896,0.0,0.8892922368343109,0.0965111640721491
123,imports,imports_benign_mass_injection,random,ratio,0.1,3,density_restricted,mid_density,150445,92367,58078,129,0.9499736948557023,0.026957679690798663,0.01922764623729254,0.042464823496181345,-0.030521458072387972,-0.031211571351160847,0.21121576269351522,0.14019703366894012,0.11822020136407925,0.07967954963732814,0.9526006024192463,-0.002626907563544001
123,imports,imports_benign_mass_injection,random,ratio,0.1,3,density_restricted,low_density,120000,32416,87584,129,0.9090428913810362,0.05636105626850938,0.04167694965449161,0.04749149861446574,-0.029331383526924312,-0.01941286098373001,0.3392967304133251,0.229796421961752,0.2282541640962369,0.15869833436150524,0.9135571677096066,-0.004514276328570377
123,imports,imports_benign_mass_injection,random,ratio,0.1,4,pooled,all,480000,240000,240000,129,0.9447564099305555,0.013008333333333334,0.01025,0.019848023854984055,-0.009443024390798176,-0.012791609310467597,0.119625,0.09241666666666666,0.06016666666666667,0.04654166666666667,0.9285730160677084,0.016183393862847173
123,imports,imports_benign_mass_injection,random,ratio,0.1,4,density_restricted,high_density,209555,115217,94338,129,0.9840532820267176,0.001570948731523994,0.0,0.013082844603861967,-0.00043326029189751894,-0.01279695679509022,0.01570907828501996,0.0,0.00785453914250998,0.0,0.8892922368343109,0.09476104519240669
123,imports,imports_benign_mass_injection,random,ratio,0.1,4,density_restricted,mid_density,150445,92367,58078,129,0.9501043233811031,0.016499399136055085,0.013803631166975219,0.02165935060482551,-0.015171130942318234,-0.012378563980459806,0.15232218252679441,0.12569015914257875,0.08130345350221933,0.06782505142362238,0.9526006024192463,-0.002496279038143201
123,imports,imports_benign_mass_injection,random,ratio,0.1,4,density_restricted,low_density,120000,32416,87584,129,0.9078723945179037,0.043712981243830204,0.036556021717670285,0.03873242784912053,-0.025144837456530657,-0.013949544800998963,0.2924120913016656,0.23010487353485504,0.17766810610734116,0.1431215299198026,0.9135571677096066,-0.005684773191702908
123,imports,imports_benign_mass_injection,random,ratio,0.1,5,pooled,all,480000,240000,240000,129,0.9460343852083333,0.12585416666666666,0.018325,0.06317679968814544,-0.013609720858225906,-0.039077735090235856,0.22295833333333334,0.12179166666666667,0.5991666666666666,0.06208333333333333,0.9285730160677084,0.017461369140624905
123,imports,imports_benign_mass_injection,random,ratio,0.1,5,density_restricted,high_density,209555,115217,94338,129,0.9787232457203944,0.21749394620585505,0.006526814619370405,0.07096434650998622,0.018815152870447306,-0.03985841380751625,0.8034195452178441,0.0,0.901709772608922,0.0,0.8892922368343109,0.08943100888608346
123,imports,imports_benign_mass_injection,random,ratio,0.1,5,density_restricted,mid_density,150445,92367,58078,129,0.9456847009690348,0.031721285740578344,0.02064590167484058,0.055186822212287205,-0.044909679245729944,-0.0414468915084037,0.2724910685287431,0.16661253653783695,0.14956154595647939,0.09429468442134892,0.9526006024192463,-0.006915901450211481
123,imports,imports_benign_mass_injection,random,ratio,0.1,5,density_restricted,low_density,120000,32416,87584,129,0.9083838669087239,0.06836130306021718,0.05364634748272458,0.058264178369678364,-0.03967133919540374,-0.029552212797361796,0.3457742134484886,0.24583590376310918,0.2526218383713757,0.1838371375694016,0.9135571677096066,-0.005173300800882741
123,imports,imports_benign_mass_injection,random,ratio,0.1,6,pooled,all,480000,240000,240000,129,0.9032088996527777,0.0171,0.0151625,0.038711526119500704,-0.035833552253469465,-0.013517399979913833,0.12216666666666667,0.10329166666666667,0.06195833333333333,0.052520833333333336,0.9285730160677084,-0.025364116414930638
123,imports,imports_benign_mass_injection,random,ratio,0.1,6,density_restricted,high_density,209555,115217,94338,129,0.7961791560796567,0.006526814619370405,0.006526814619370405,0.03897251889898921,-0.03870678609306081,0.001965380856563685,0.0,0.0,0.0,0.0,0.8892922368343109,-0.09311308075465419
123,imports,imports_benign_mass_injection,random,ratio,0.1,6,density_restricted,mid_density,150445,92367,58078,129,0.9465332225375018,0.02565851440449511,0.022854482661556617,0.040525905925766166,-0.03709561952307598,-0.03280624850786348,0.15037349788892498,0.12330843347407167,0.12065605716141604,0.10663635379452203,0.9526006024192463,-0.006067379881744439
123,imports,imports_benign_mass_injection,random,ratio,0.1,6,density_restricted,low_density,120000,32416,87584,129,0.9092648692637948,0.030293682132280356,0.023938795656465943,0.03261393157854418,-0.02202497775976451,-0.013586084816269516,0.22331893892658852,0.17119062307217767,0.141733497840839,0.11073411474398519,0.9135571677096066,-0.004292298445811804
123,imports,imports_benign_mass_injection,random,ratio,0.1,7,pooled,all,480000,240000,240000,129,0.8966362508159722,0.020195833333333333,0.019491666666666668,0.04362174290033368,-0.04225512155155576,-0.017491680617876985,0.17554166666666668,0.16854166666666667,0.08933333333333333,0.08583333333333333,0.9285730160677084,-0.031936765251736166
123,imports,imports_benign_mass_injection,random,ratio,0.1,7,density_restricted,high_density,209555,115217,94338,129,0.7914239079597676,0.0,0.0,0.037624892197589646,-0.037344735920153006,-0.0016517224428311598,0.0,0.0,0.0,0.0,0.8892922368343109,-0.09786832887454333
