seed,feature_group,density_bin,density_definition,thresholds_json,perturbation_type,strength,trial_id,n_samples,n_masked_features,baseline_auc,perturbed_auc,delta_auc,auc_drop,flip_rate,benign_to_malware_rate_overall,malware_to_benign_rate_overall,benign_to_malware_rate_cond,malware_to_benign_rate_cond,mean_abs_probability_shift,mean_signed_probability_shift,mean_margin_shift
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,6,120000,1,0.8926097197222223,0.7904790930555555,0.10213062666666672,0.10213062666666672,0.22604166666666667,0.19485833333333333,0.0,0.38971666666666666,0.0,0.16726175368159676,0.16726175368159676,-0.05030370939563445
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,7,120107,1,0.99652180250775,0.99652180250775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,7,239893,1,0.9428736923409484,0.9428760971936087,-2.4048526602316045e-06,-2.4048526602316045e-06,4.168525134122296e-06,0.0,0.0,0.0,0.0,1.5673886506883253e-05,1.5673886506883253e-05,-1.4763472507220944e-05
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,7,120000,1,0.8926097197222223,0.8926118638888889,-2.144166666662173e-06,-2.144166666662173e-06,4.1666666666666665e-05,2.5e-05,0.0,5e-05,0.0,4.0054847040374276e-05,4.0054847040374276e-05,-1.6577704339561207e-05
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,8,120107,1,0.99652180250775,0.990602522168799,0.005919280338951061,0.005919280338951061,0.02582697095090211,0.025169224108503252,0.0,0.050383333333333336,0.0,0.029193009600911306,0.029193009600911306,-0.01745129942250512
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,8,239893,1,0.9428736923409484,0.941523050727176,0.0013506416137724075,0.0013506416137724075,0.017891309875652895,0.005777575835893503,0.0,0.01155,0.0,0.018447648744803785,0.018447648744803785,-0.009803846449690288
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,8,120000,1,0.8926097197222223,0.8944317527777776,-0.0018220330555553943,-0.0018220330555553943,0.014308333333333333,0.0069,0.0,0.0138,0.0,0.01746475435638546,0.01746475435638546,-0.0044426322639013515
13,header,high_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,9,120107,1,0.99652180250775,0.9963416887106882,0.00018011379706184272,0.00018011379706184272,0.0,0.0,0.0,0.0,0.0,0.0013403147614001554,-0.0013403147614001554,-0.0011454119592520975
13,header,mid_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,9,239893,1,0.9428736923409484,0.9428608534623928,1.283887855563215e-05,1.283887855563215e-05,0.00016257248023076955,0.0,0.00015423542996252496,0.0,0.0003086085092540849,0.000678699882195328,-0.000678699882195328,-0.00011910062409239671
13,header,low_density,class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.815170926608219e-05, ""label_0_q_low"": -0.010971171350602521, ""label_1_q_high"": -7.327471962526033e-16, ""label_1_q_low"": -0.022870036077561863, ""low_quantile"": 0.25}",random,0.01,9,120000,1,0.8926097197222223,0.8926261908333334,-1.6471111111138192e-05,-1.6471111111138192e-05,0.0026583333333333333,0.0,0.0014083333333333333,0.0,0.0028166666666666665,0.003071336608899415,-0.003071336608899415,0.00017801785925286413
