model,view,seed,family,dimension,subset_repeat,sampling_mode,subset_indices_hash,auc,mix_at_10,js_divergence,same_family_rate_at_10
logistic_regression,wild_b,23,imports,64,0,family_random,86318685ad82093e,0.7654018537037036,0.24429611111111113,0.058737509508409634,0.5338552965001053
logistic_regression,wild_b,23,imports,64,1,family_random,41e8df156222a770,0.8149522757407407,0.2266583333333333,0.09669772861877261,0.543262915595915
logistic_regression,wild_b,23,imports,64,2,family_random,6d2687b5dbe43cc6,0.7669404242592592,0.2507566666666667,0.06237191440464713,0.51987183725078
logistic_regression,wild_b,23,imports,64,3,family_random,ed904579a94e37f9,0.7458980396296294,0.26354416666666663,0.06006238662145594,0.5058162532454521
logistic_regression,wild_b,23,imports,64,4,family_random,616a5bbd52119434,0.7588461835185186,0.25860833333333333,0.06261830248438596,0.5207212679759052
logistic_regression,wild_b,23,imports,64,5,family_random,4de00bf9fd130017,0.7680027385185184,0.2507213888888889,0.07859253464911602,0.5252924144017952
logistic_regression,wild_b,23,imports,64,6,family_random,2e7ece1bf16c270f,0.800138562962963,0.24722055555555555,0.07935261726320207,0.5327892190031726
logistic_regression,wild_b,23,imports,64,7,family_random,e0b41ebcc8ff205d,0.7712644637037035,0.23896916666666668,0.07138543802032123,0.5220779312313374
logistic_regression,wild_b,23,imports,64,8,family_random,3329a50486e34680,0.7841286848148149,0.24025,0.07584351053480339,0.5225110470087807
logistic_regression,wild_b,23,imports,64,9,family_random,e5ceb6103f54af51,0.7800645885185186,0.2384038888888889,0.04876007614060993,0.5416674745102933
logistic_regression,wild_b,23,strings,16,0,family_random,c2fa9436ed14a2eb,0.6759660846296297,0.13177333333333333,0.0003824237578193333,0.6092092911967075
logistic_regression,wild_b,23,strings,16,1,family_random,31ef1f859a8b5e21,0.7418616594444445,0.1272263888888889,0.04972535213887281,0.609371613709837
logistic_regression,wild_b,23,strings,16,2,family_random,fd7612064d41b79c,0.7376300157407408,0.14392194444444442,0.0022806717045115604,0.5791454491335951
logistic_regression,wild_b,23,strings,16,3,family_random,5394dc8639e7c4ac,0.8274712098148148,0.12479166666666668,2.590554682603704e-05,0.6126061936455099
logistic_regression,wild_b,23,strings,16,4,family_random,33124326e4b7d69d,0.7434511836111112,0.13272611111111113,0.0107945867839805,0.5895385636404707
logistic_regression,wild_b,23,strings,16,5,family_random,61f13911fad0612e,0.8085791127777777,0.11538,0.047281312634931814,0.6141235932387112
logistic_regression,wild_b,23,strings,16,6,family_random,61a8ba7f3fa05dac,0.7774911219444444,0.14521333333333333,0.02307867267369337,0.5973591672282832
logistic_regression,wild_b,23,strings,16,7,family_random,ab2f5a5d9bb09326,0.8270984227777779,0.12036555555555556,0.010517178438773658,0.6082141066263723
logistic_regression,wild_b,23,strings,16,8,family_random,a3211053e788aa34,0.7613724366666667,0.15734055555555557,0.005572975384160225,0.5747091747546419
logistic_regression,wild_b,23,strings,16,9,family_random,5ae19aaf95b847be,0.7813138949999999,0.13290611111111114,0.06464701236552335,0.6020775625969665
logistic_regression,wild_b,23,strings,32,0,family_random,a0ff2f18b239a028,0.8280368933333334,0.10966611111111112,0.014456699129907769,0.6298074600446456
logistic_regression,wild_b,23,strings,32,1,family_random,95ed846489d61caf,0.8197182066666665,0.11385194444444442,0.011234860826218074,0.6195349478645308
logistic_regression,wild_b,23,strings,32,2,family_random,b108708d46fbe731,0.8259285748148147,0.11686194444444446,0.0003312275842585948,0.6206223250326475
logistic_regression,wild_b,23,strings,32,3,family_random,9e4bc60dfbfaa8ab,0.8165585650000001,0.11405055555555554,0.00020945245921135143,0.6260907318279066
logistic_regression,wild_b,23,strings,32,4,family_random,1b41fb887ff3c3fc,0.844914332037037,0.10792972222222223,0.009077712579167084,0.630460925979556
logistic_regression,wild_b,23,strings,32,5,family_random,7add89c1f0b6a01b,0.8699381594444445,0.1059411111111111,0.07485810275503359,0.6215476440450002
logistic_regression,wild_b,23,strings,32,6,family_random,21d9ba8145c2f696,0.8646758705555554,0.106395,0.0009587734762132993,0.62802443758642
logistic_regression,wild_b,23,strings,32,7,family_random,d98ae697a7b8ebd0,0.8467820412962962,0.10536027777777777,0.0002062876762678552,0.6424795280434809
logistic_regression,wild_b,23,strings,32,8,family_random,cf23aba39c9d771c,0.8617836068518518,0.11321611111111111,0.013853579085977397,0.6268370600107851
logistic_regression,wild_b,23,strings,32,9,family_random,dc6c5988cbea8187,0.7683911622222221,0.11447944444444443,0.030837262805881217,0.6295979687638382
logistic_regression,wild_b,23,strings,64,0,family_random,479673e5be7e429d,0.8937165614814816,0.09402694444444444,0.0667636234251487,0.6431334875814058
logistic_regression,wild_b,23,strings,64,1,family_random,72b2cb28e7c8e161,0.8830015309259261,0.09932944444444446,0.00011582060803027314,0.650818630551283
logistic_regression,wild_b,23,strings,64,2,family_random,f0eee0e4d1c8b5b7,0.8879059031481482,0.09738138888888888,0.0003227020279932189,0.6413935997997634
logistic_regression,wild_b,23,strings,64,3,family_random,c3e4326c6e9d5b3f,0.8647990555555555,0.09582833333333333,8.368711753851996e-05,0.6399475635188857
logistic_regression,wild_b,23,strings,64,4,family_random,5aa20b62a5d9f5b2,0.8471400055555556,0.1013225,0.02328210778658311,0.6347409836592652
logistic_regression,wild_b,23,strings,64,5,family_random,c88051ac5419c79f,0.8883128550000001,0.09566083333333332,0.06829013957333466,0.63871399574836
logistic_regression,wild_b,23,strings,64,6,family_random,a98473860c690ee5,0.8573376887037035,0.10556333333333334,0.028291333801706686,0.63627633865578
logistic_regression,wild_b,23,strings,64,7,family_random,016f0029bc77700b,0.8923000394444444,0.09250305555555556,0.07229763354734865,0.6439706915793681
logistic_regression,wild_b,23,strings,64,8,family_random,1c815bf231ea1fb8,0.8954499777777777,0.09191194444444445,8.828250394307246e-05,0.6474426651432136
logistic_regression,wild_b,23,strings,64,9,family_random,0ed31fb9e049ed22,0.8867163055555555,0.08908833333333334,0.00013569887762173607,0.6539464093339229
