model,view,seed,family,dimension,sampling_mode,subset_indices_hash,n_subset_repeats,auc_mean,mix_at_10_mean,js_divergence_mean,same_family_rate_at_10_mean
logistic_regression,wild_b,23,section,32,family_random,seed_level_aggregate,10,0.8046161488518517,0.11147297222222222,0.19401600576744865,0.641129014696423
logistic_regression,wild_b,23,section,64,family_random,seed_level_aggregate,10,0.8642583100185185,0.0844541111111111,0.11420902920907165,0.6706268248633249
logistic_regression,wild_b,23,strings,16,family_random,seed_level_aggregate,10,0.7682235142407409,0.13316450000000002,0.021430609142909268,0.5996354715771096
logistic_regression,wild_b,23,strings,32,family_random,seed_level_aggregate,10,0.8346727412222222,0.11077522222222222,0.01560239583781362,0.627500302919881
logistic_regression,wild_b,23,strings,64,family_random,seed_level_aggregate,10,0.879667992314815,0.09626161111111112,0.025967102926924855,0.6430384365571248
logistic_regression,wild_b,29,header,16,family_random,seed_level_aggregate,10,0.8836017406759259,0.11840519444444444,0.08871191992951592,0.6515683049827506
logistic_regression,wild_b,29,header,32,family_random,seed_level_aggregate,10,0.9111863927407405,0.09310308333333334,0.10587690286421195,0.677323669714742
logistic_regression,wild_b,29,header,64,family_random,seed_level_aggregate,10,0.9442698369814815,0.07179708333333333,0.09476460652437814,0.7049357850529321
logistic_regression,wild_b,29,imports,16,family_random,seed_level_aggregate,10,0.6812833260925926,0.3629324722222222,0.07474704976346827,0.3460251939060523
logistic_regression,wild_b,29,imports,32,family_random,seed_level_aggregate,10,0.7166007753888889,0.3056588333333333,0.06840594916872937,0.43625191420589643
logistic_regression,wild_b,29,imports,64,family_random,seed_level_aggregate,10,0.7884307975185185,0.22695494444444445,0.05058904523953681,0.5451363741660445
logistic_regression,wild_b,29,section,16,family_random,seed_level_aggregate,10,0.6926321255925926,0.17090405555555557,0.11273780274236386,0.5700663322546292
logistic_regression,wild_b,29,section,32,family_random,seed_level_aggregate,10,0.8075389830740741,0.12096066666666667,0.15809052051390743,0.625019147364461
logistic_regression,wild_b,29,section,64,family_random,seed_level_aggregate,10,0.8588048607222222,0.08278377777777776,0.14426675432921982,0.6756906729338787
logistic_regression,wild_b,29,strings,16,family_random,seed_level_aggregate,10,0.8104472235277778,0.13177600000000003,0.03201821229835798,0.5927767897853471
logistic_regression,wild_b,29,strings,32,family_random,seed_level_aggregate,10,0.8434356004444444,0.11174188888888889,0.023170847063643595,0.6244863509572707
logistic_regression,wild_b,29,strings,64,family_random,seed_level_aggregate,10,0.8803845528518519,0.09823066666666666,0.01014704476557383,0.6398716373111185
logistic_regression,wild_b,31,header,16,family_random,seed_level_aggregate,10,0.8589361550925926,0.14935144444444443,0.07344353176070546,0.5835673348691368
logistic_regression,wild_b,31,header,32,family_random,seed_level_aggregate,10,0.9180320613703705,0.08816872222222222,0.05678384662265212,0.6893161067349393
logistic_regression,wild_b,31,header,64,family_random,seed_level_aggregate,10,0.9433285891296295,0.07233563888888889,0.0806485517611339,0.705357034565971
logistic_regression,wild_b,31,imports,16,family_random,seed_level_aggregate,10,0.6737804400925926,0.3749157222222222,0.07145808069530359,0.3332547699721937
logistic_regression,wild_b,31,imports,32,family_random,seed_level_aggregate,10,0.7168601461111112,0.30250552777777784,0.06970960467756541,0.4501863250747268
logistic_regression,wild_b,31,imports,64,family_random,seed_level_aggregate,10,0.7699656480740742,0.2444513888888889,0.06372981955079168,0.5299213005677327
logistic_regression,wild_b,31,section,16,family_random,seed_level_aggregate,10,0.7299799559166666,0.17900272222222222,0.13341549732263056,0.5505946482681792
logistic_regression,wild_b,31,section,32,family_random,seed_level_aggregate,10,0.8396106632407406,0.10526058333333335,0.1831635397160411,0.6398869043938091
logistic_regression,wild_b,31,section,64,family_random,seed_level_aggregate,10,0.8783660354814813,0.08616230555555555,0.17436834585830185,0.6724981121235457
logistic_regression,wild_b,31,strings,16,family_random,seed_level_aggregate,10,0.7786234105555555,0.1369576388888889,0.017515326547633332,0.5928428915622486
logistic_regression,wild_b,31,strings,32,family_random,seed_level_aggregate,10,0.8456389963888888,0.11093236111111111,0.020956671231977884,0.6245041529245281
logistic_regression,wild_b,31,strings,64,family_random,seed_level_aggregate,10,0.8827537617962962,0.09652091666666666,0.014130942354527627,0.6393238584307417
