seed,scope,feature_group,metric,mean,std,min,max
42,rank,all,mix_at_k_rank,1.2291666666666667,0.46724294775012093,1.0,3.0
42,rank,all,silhouette_rank,4.166666666666667,0.5527707983925666,3.0,5.0
42,rank,all,js_divergence_rank,1.9166666666666667,0.2763853991962833,1.0,2.0
77,metric,header,acc,0.93099375,0.010977724249019011,0.916875,0.946925
77,metric,header,f1,0.9284564384690016,0.012003158494134664,0.9118434658111727,0.9455989750160154
77,metric,header,auc,0.9836011685416667,0.004654395815026174,0.9757108199999999,0.9901241125000001
77,metric,header,positive_rate,0.4660145833333334,0.010756860496588007,0.442925,0.48215
77,metric,header,score_std,0.43755396869867463,0.00907260459286579,0.4258744333629126,0.4541257956896679
77,metric,header,degenerate_prediction,0.0,0.0,0.0,0.0
77,metric,header,mix_at_k,0.08158286458333332,0.013084842149879981,0.056225,0.1029675
77,metric,header,silhouette,0.11803182954426517,0.03899600332118662,0.06989161707999032,0.20101606382223935
77,metric,header,js_divergence,0.08143641069350105,0.012945445755756547,0.062008154472991434,0.10044227523522836
77,rank,header,auc_rank,3.0,0.0,3.0,3.0
77,rank,header,acc_rank,3.0,0.0,3.0,3.0
77,rank,header,mix_at_k_rank,1.9791666666666667,0.7213870705491993,1.0,3.0
77,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
77,rank,header,js_divergence_rank,2.8333333333333335,0.3726779962499649,2.0,3.0
77,metric,section,acc,0.9468833333333334,0.006589965014238616,0.936225,0.955875
77,metric,section,f1,0.9455561816564749,0.0069440195159059465,0.9346282961330498,0.9549618515399729
77,metric,section,auc,0.9894830229166667,0.0025919711463161968,0.9855060462499999,0.9931748525
77,metric,section,positive_rate,0.4760708333333334,0.005613913457255607,0.4638,0.483175
77,metric,section,score_std,0.43722970989338156,0.008687256641794072,0.4272107827647738,0.45231136977672703
77,metric,section,degenerate_prediction,0.0,0.0,0.0,0.0
77,metric,section,mix_at_k,0.08258326388888888,0.014049030991161124,0.05701,0.10730125
77,metric,section,silhouette,0.07394098650015395,0.018182479522707334,0.053158656219042574,0.11691279399611842
77,metric,section,js_divergence,0.11620066691158253,0.04013184340371229,0.06540370088920341,0.23061789477051703
77,rank,section,auc_rank,2.0,0.0,2.0,2.0
77,rank,section,acc_rank,1.8333333333333333,0.37267799624996495,1.0,2.0
77,rank,section,mix_at_k_rank,2.7083333333333335,0.49826086429589156,1.0,3.0
77,rank,section,silhouette_rank,2.0,0.0,2.0,2.0
77,rank,section,js_divergence_rank,1.3333333333333333,0.7453559924999298,1.0,3.0
77,metric,imports,acc,0.8725229166666666,0.016684409696172135,0.8382,0.8953
